OBJECTID,MGF005V11_,Cnt_MGF005V11_
-1,503.000000000000000,1
-1,504.000000000000000,1
-1,505.000000000000000,1
-1,507.000000000000000,1
-1,508.000000000000000,1
-1,509.000000000000000,1
-1,511.000000000000000,1
-1,512.000000000000000,1
-1,513.000000000000000,1
-1,514.000000000000000,1
-1,515.000000000000000,1
-1,516.000000000000000,1
-1,517.000000000000000,1
-1,518.000000000000000,1
-1,519.000000000000000,1
-1,522.000000000000000,1
-1,523.000000000000000,1
-1,524.000000000000000,1
-1,525.000000000000000,1
-1,526.000000000000000,1
-1,527.000000000000000,1
-1,528.000000000000000,1
-1,529.000000000000000,1
-1,530.000000000000000,1
-1,532.000000000000000,1
-1,534.000000000000000,1
-1,535.000000000000000,1
-1,536.000000000000000,1
-1,537.000000000000000,1
-1,538.000000000000000,1
-1,539.000000000000000,1
-1,543.000000000000000,1
-1,544.000000000000000,1
-1,545.000000000000000,1
-1,546.000000000000000,1
-1,550.000000000000000,1
-1,552.000000000000000,1
-1,553.000000000000000,1
-1,554.000000000000000,1
-1,555.000000000000000,1
-1,556.000000000000000,1
-1,557.000000000000000,1
-1,559.000000000000000,2
-1,560.000000000000000,1
-1,561.000000000000000,1
-1,562.000000000000000,1
-1,564.000000000000000,1
-1,565.000000000000000,1
-1,566.000000000000000,1
-1,567.000000000000000,1
-1,570.000000000000000,1
-1,571.000000000000000,1
-1,573.000000000000000,1
-1,574.000000000000000,1
-1,575.000000000000000,1
-1,577.000000000000000,1
-1,578.000000000000000,1
-1,579.000000000000000,1
-1,580.000000000000000,1
-1,581.000000000000000,1
-1,582.000000000000000,1
-1,583.000000000000000,1
-1,584.000000000000000,1
-1,585.000000000000000,1
-1,586.000000000000000,1
-1,587.000000000000000,1
-1,588.000000000000000,1
-1,590.000000000000000,1
-1,591.000000000000000,1
-1,592.000000000000000,1
-1,593.000000000000000,1
-1,594.000000000000000,1
-1,596.000000000000000,1
-1,597.000000000000000,1
-1,598.000000000000000,1
-1,599.000000000000000,1
-1,600.000000000000000,1
-1,601.000000000000000,1
-1,602.000000000000000,1
-1,603.000000000000000,1
-1,604.000000000000000,1
-1,605.000000000000000,1
-1,606.000000000000000,1
-1,607.000000000000000,1
-1,608.000000000000000,1
-1,611.000000000000000,1
-1,612.000000000000000,1
-1,613.000000000000000,1
-1,614.000000000000000,1
-1,615.000000000000000,1
-1,616.000000000000000,1
-1,617.000000000000000,1
-1,618.000000000000000,1
-1,619.000000000000000,1
-1,620.000000000000000,1
-1,621.000000000000000,1
-1,623.000000000000000,1
-1,624.000000000000000,1
-1,625.000000000000000,1
-1,628.000000000000000,1
-1,629.000000000000000,1
-1,633.000000000000000,1
-1,634.000000000000000,1
-1,635.000000000000000,1
-1,637.000000000000000,1
-1,639.000000000000000,1
-1,641.000000000000000,1
-1,642.000000000000000,1
-1,643.000000000000000,1
-1,644.000000000000000,1
-1,646.000000000000000,1
-1,648.000000000000000,1
-1,649.000000000000000,1
-1,650.000000000000000,1
-1,651.000000000000000,2
-1,653.000000000000000,1
-1,655.000000000000000,1
-1,657.000000000000000,1
-1,658.000000000000000,1
-1,660.000000000000000,1
-1,662.000000000000000,1
-1,663.000000000000000,1
-1,665.000000000000000,1
-1,668.000000000000000,1
-1,669.000000000000000,1
-1,670.000000000000000,1
-1,671.000000000000000,1
-1,672.000000000000000,1
-1,673.000000000000000,1
-1,674.000000000000000,1
-1,675.000000000000000,1
-1,676.000000000000000,1
-1,677.000000000000000,1
-1,678.000000000000000,1
-1,679.000000000000000,1
-1,680.000000000000000,1
-1,681.000000000000000,1
-1,682.000000000000000,1
-1,683.000000000000000,1
-1,684.000000000000000,1
-1,685.000000000000000,1
-1,686.000000000000000,1
-1,687.000000000000000,1
-1,688.000000000000000,1
-1,689.000000000000000,1
-1,690.000000000000000,1
-1,691.000000000000000,1
-1,692.000000000000000,1
-1,693.000000000000000,1
-1,694.000000000000000,1
-1,695.000000000000000,1
-1,696.000000000000000,1
-1,697.000000000000000,1
-1,699.000000000000000,1
-1,700.000000000000000,1
-1,701.000000000000000,1
-1,702.000000000000000,1
-1,704.000000000000000,1
-1,705.000000000000000,1
-1,706.000000000000000,1
-1,708.000000000000000,1
-1,709.000000000000000,1
-1,710.000000000000000,1
-1,711.000000000000000,1
-1,712.000000000000000,1
-1,714.000000000000000,1
-1,715.000000000000000,1
-1,717.000000000000000,1
-1,718.000000000000000,1
-1,719.000000000000000,1
-1,720.000000000000000,1
-1,721.000000000000000,1
-1,722.000000000000000,1
-1,723.000000000000000,1
-1,724.000000000000000,1
-1,725.000000000000000,1
-1,726.000000000000000,1
-1,727.000000000000000,1
-1,730.000000000000000,1
-1,731.000000000000000,1
-1,732.000000000000000,1
-1,733.000000000000000,1
-1,734.000000000000000,1
-1,735.000000000000000,1
-1,736.000000000000000,1
-1,737.000000000000000,2
-1,738.000000000000000,1
-1,739.000000000000000,1
-1,740.000000000000000,1
-1,741.000000000000000,1
-1,742.000000000000000,1
-1,743.000000000000000,1
-1,744.000000000000000,1
-1,746.000000000000000,1
-1,747.000000000000000,1
-1,748.000000000000000,1
-1,750.000000000000000,1
-1,751.000000000000000,1
-1,752.000000000000000,1
-1,753.000000000000000,1
-1,754.000000000000000,1
-1,756.000000000000000,1
-1,757.000000000000000,1
-1,759.000000000000000,1
-1,761.000000000000000,1
-1,766.000000000000000,1
-1,768.000000000000000,1
-1,770.000000000000000,1
-1,773.000000000000000,1
-1,775.000000000000000,1
-1,776.000000000000000,1
-1,777.000000000000000,1
-1,778.000000000000000,1
-1,780.000000000000000,1
-1,782.000000000000000,1
-1,784.000000000000000,1
-1,785.000000000000000,1
-1,786.000000000000000,1
-1,788.000000000000000,1
-1,789.000000000000000,1
-1,791.000000000000000,1
-1,793.000000000000000,1
-1,795.000000000000000,1
-1,796.000000000000000,1
-1,797.000000000000000,1
-1,798.000000000000000,1
-1,799.000000000000000,1
-1,801.000000000000000,1
-1,802.000000000000000,1
-1,803.000000000000000,1
-1,804.000000000000000,1
-1,805.000000000000000,1
-1,806.000000000000000,1
-1,807.000000000000000,1
-1,809.000000000000000,1
-1,810.000000000000000,1
-1,811.000000000000000,1
-1,812.000000000000000,1
-1,813.000000000000000,1
-1,814.000000000000000,1
-1,815.000000000000000,1
-1,816.000000000000000,1
-1,817.000000000000000,1
-1,818.000000000000000,1
-1,819.000000000000000,1
-1,820.000000000000000,1
-1,821.000000000000000,1
-1,823.000000000000000,1
-1,824.000000000000000,1
-1,825.000000000000000,1
-1,826.000000000000000,1
-1,827.000000000000000,1
-1,829.000000000000000,1
-1,831.000000000000000,1
-1,832.000000000000000,1
-1,834.000000000000000,1
-1,836.000000000000000,1
-1,837.000000000000000,1
-1,838.000000000000000,1
-1,840.000000000000000,1
-1,841.000000000000000,2
-1,842.000000000000000,1
-1,843.000000000000000,2
-1,844.000000000000000,1
-1,845.000000000000000,1
-1,846.000000000000000,1
-1,847.000000000000000,1
-1,849.000000000000000,1
-1,850.000000000000000,1
-1,851.000000000000000,1
-1,852.000000000000000,1
-1,856.000000000000000,1
-1,857.000000000000000,1
-1,859.000000000000000,1
-1,860.000000000000000,1
-1,861.000000000000000,1
-1,862.000000000000000,1
-1,863.000000000000000,1
-1,864.000000000000000,1
-1,865.000000000000000,1
-1,866.000000000000000,1
-1,867.000000000000000,1
-1,868.000000000000000,1
-1,869.000000000000000,1
-1,870.000000000000000,1
-1,872.000000000000000,1
-1,873.000000000000000,1
-1,874.000000000000000,1
-1,875.000000000000000,1
-1,876.000000000000000,2
-1,877.000000000000000,1
-1,878.000000000000000,1
-1,880.000000000000000,1
-1,881.000000000000000,1
-1,882.000000000000000,1
-1,885.000000000000000,1
-1,887.000000000000000,1
-1,888.000000000000000,1
-1,889.000000000000000,1
-1,890.000000000000000,1
-1,891.000000000000000,1
-1,892.000000000000000,1
-1,893.000000000000000,1
-1,894.000000000000000,1
-1,895.000000000000000,2
-1,896.000000000000000,1
-1,897.000000000000000,2
-1,898.000000000000000,1
-1,900.000000000000000,1
-1,902.000000000000000,1
-1,903.000000000000000,1
-1,904.000000000000000,1
-1,905.000000000000000,1
-1,906.000000000000000,1
-1,907.000000000000000,1
-1,908.000000000000000,1
-1,909.000000000000000,3
-1,910.000000000000000,1
-1,911.000000000000000,1
-1,912.000000000000000,1
-1,913.000000000000000,1
-1,915.000000000000000,1
-1,916.000000000000000,1
-1,917.000000000000000,1
-1,918.000000000000000,1
-1,919.000000000000000,1
-1,920.000000000000000,1
-1,921.000000000000000,1
-1,923.000000000000000,1
-1,925.000000000000000,1
-1,927.000000000000000,1
-1,929.000000000000000,1
-1,930.000000000000000,1
-1,931.000000000000000,1
-1,934.000000000000000,1
-1,935.000000000000000,1
-1,936.000000000000000,1
-1,937.000000000000000,1
-1,938.000000000000000,1
-1,939.000000000000000,1
-1,942.000000000000000,1
-1,943.000000000000000,1
-1,948.000000000000000,1
-1,950.000000000000000,1
-1,951.000000000000000,1
-1,952.000000000000000,1
-1,953.000000000000000,1
-1,954.000000000000000,1
-1,955.000000000000000,2
-1,956.000000000000000,1
-1,957.000000000000000,1
-1,958.000000000000000,1
-1,959.000000000000000,1
-1,960.000000000000000,1
-1,961.000000000000000,1
-1,963.000000000000000,1
-1,964.000000000000000,1
-1,965.000000000000000,1
-1,967.000000000000000,1
-1,970.000000000000000,1
-1,972.000000000000000,1
-1,973.000000000000000,1
-1,974.000000000000000,1
-1,975.000000000000000,1
-1,976.000000000000000,1
-1,977.000000000000000,1
-1,978.000000000000000,1
-1,979.000000000000000,1
-1,980.000000000000000,1
-1,981.000000000000000,1
-1,983.000000000000000,1
-1,984.000000000000000,1
-1,985.000000000000000,1
-1,986.000000000000000,1
-1,987.000000000000000,1
-1,988.000000000000000,1
-1,989.000000000000000,1
-1,990.000000000000000,1
-1,992.000000000000000,1
-1,993.000000000000000,1
-1,994.000000000000000,1
-1,995.000000000000000,1
-1,997.000000000000000,1
-1,999.000000000000000,1
-1,1001.000000000000000,2
-1,1002.000000000000000,1
-1,1003.000000000000000,1
-1,1004.000000000000000,1
-1,1005.000000000000000,1
-1,1007.000000000000000,1
-1,1009.000000000000000,1
-1,1010.000000000000000,1
-1,1011.000000000000000,1
-1,1013.000000000000000,1
-1,1014.000000000000000,1
-1,1015.000000000000000,1
-1,1016.000000000000000,1
-1,1017.000000000000000,1
-1,1018.000000000000000,1
-1,1019.000000000000000,1
-1,1020.000000000000000,1
-1,1021.000000000000000,2
-1,1022.000000000000000,1
-1,1023.000000000000000,1
-1,1024.000000000000000,1
-1,1025.000000000000000,1
-1,1026.000000000000000,1
-1,1027.000000000000000,1
-1,1028.000000000000000,1
-1,1030.000000000000000,1
-1,1031.000000000000000,1
-1,1034.000000000000000,1
-1,1037.000000000000000,1
-1,1038.000000000000000,1
-1,1039.000000000000000,1
-1,1042.000000000000000,1
-1,1043.000000000000000,1
-1,1044.000000000000000,1
-1,1045.000000000000000,1
-1,1047.000000000000000,1
-1,1048.000000000000000,2
-1,1049.000000000000000,1
-1,1052.000000000000000,1
-1,1055.000000000000000,1
-1,1056.000000000000000,1
-1,1057.000000000000000,1
-1,1058.000000000000000,1
-1,1059.000000000000000,1
-1,1061.000000000000000,1
-1,1065.000000000000000,1
-1,1068.000000000000000,1
-1,1069.000000000000000,1
-1,1070.000000000000000,1
-1,1071.000000000000000,1
-1,1072.000000000000000,1
-1,1074.000000000000000,1
-1,1075.000000000000000,1
-1,1076.000000000000000,1
-1,1077.000000000000000,1
-1,1078.000000000000000,1
-1,1081.000000000000000,1
-1,1084.000000000000000,1
-1,1085.000000000000000,1
-1,1086.000000000000000,1
-1,1089.000000000000000,1
-1,1090.000000000000000,1
-1,1091.000000000000000,1
-1,1093.000000000000000,1
-1,1094.000000000000000,1
-1,1095.000000000000000,1
-1,1096.000000000000000,1
-1,1097.000000000000000,1
-1,1098.000000000000000,1
-1,1099.000000000000000,1
-1,1100.000000000000000,1
-1,1101.000000000000000,1
-1,1102.000000000000000,1
-1,1104.000000000000000,1
-1,1105.000000000000000,1
-1,1106.000000000000000,1
-1,1107.000000000000000,1
-1,1108.000000000000000,1
-1,1110.000000000000000,1
-1,1111.000000000000000,1
-1,1112.000000000000000,1
-1,1114.000000000000000,1
-1,1115.000000000000000,1
-1,1117.000000000000000,1
-1,1118.000000000000000,1
-1,1119.000000000000000,1
-1,1122.000000000000000,1
-1,1123.000000000000000,1
-1,1125.000000000000000,1
-1,1127.000000000000000,1
-1,1129.000000000000000,1
-1,1130.000000000000000,1
-1,1132.000000000000000,1
-1,1133.000000000000000,1
-1,1134.000000000000000,1
-1,1135.000000000000000,1
-1,1136.000000000000000,1
-1,1138.000000000000000,1
-1,1139.000000000000000,1
-1,1140.000000000000000,1
-1,1142.000000000000000,1
-1,1143.000000000000000,1
-1,1144.000000000000000,1
-1,1145.000000000000000,1
-1,1146.000000000000000,1
-1,1147.000000000000000,1
-1,1148.000000000000000,1
-1,1149.000000000000000,1
-1,1150.000000000000000,1
-1,1151.000000000000000,1
-1,1153.000000000000000,1
-1,1154.000000000000000,1
-1,1155.000000000000000,1
-1,1157.000000000000000,1
-1,1160.000000000000000,1
-1,1161.000000000000000,1
-1,1163.000000000000000,1
-1,1164.000000000000000,1
-1,1165.000000000000000,1
-1,1166.000000000000000,1
-1,1167.000000000000000,1
-1,1169.000000000000000,1
-1,1170.000000000000000,1
-1,1172.000000000000000,1
-1,1173.000000000000000,1
-1,1174.000000000000000,1
-1,1175.000000000000000,1
-1,1176.000000000000000,1
-1,1177.000000000000000,1
-1,1178.000000000000000,1
-1,1179.000000000000000,1
-1,1180.000000000000000,1
-1,1181.000000000000000,1
-1,1182.000000000000000,1
-1,1184.000000000000000,1
-1,1186.000000000000000,1
-1,1187.000000000000000,1
-1,1188.000000000000000,1
-1,1189.000000000000000,1
-1,1190.000000000000000,1
-1,1191.000000000000000,1
-1,1192.000000000000000,1
-1,1193.000000000000000,1
-1,1194.000000000000000,1
-1,1195.000000000000000,1
-1,1196.000000000000000,1
-1,1198.000000000000000,1
-1,1199.000000000000000,1
-1,1200.000000000000000,1
-1,1201.000000000000000,1
-1,1202.000000000000000,1
-1,1203.000000000000000,1
-1,1204.000000000000000,1
-1,1205.000000000000000,1
-1,1207.000000000000000,1
-1,1208.000000000000000,1
-1,1209.000000000000000,1
-1,1210.000000000000000,1
-1,1211.000000000000000,1
-1,1213.000000000000000,1
-1,1215.000000000000000,1
-1,1216.000000000000000,2
-1,1217.000000000000000,1
-1,1218.000000000000000,1
-1,1219.000000000000000,1
-1,1221.000000000000000,1
-1,1223.000000000000000,1
-1,1224.000000000000000,1
-1,1225.000000000000000,1
-1,1226.000000000000000,1
-1,1228.000000000000000,1
-1,1229.000000000000000,1
-1,1230.000000000000000,1
-1,1231.000000000000000,1
-1,1232.000000000000000,1
-1,1233.000000000000000,1
-1,1234.000000000000000,1
-1,1235.000000000000000,1
-1,1236.000000000000000,1
-1,1237.000000000000000,1
-1,1238.000000000000000,1
-1,1239.000000000000000,1
-1,1240.000000000000000,1
-1,1242.000000000000000,1
-1,1243.000000000000000,1
-1,1246.000000000000000,1
-1,1248.000000000000000,1
-1,1250.000000000000000,1
-1,1251.000000000000000,1
-1,1252.000000000000000,1
-1,1253.000000000000000,1
-1,1254.000000000000000,1
-1,1255.000000000000000,1
-1,1256.000000000000000,1
-1,1257.000000000000000,1
-1,1258.000000000000000,1
-1,1259.000000000000000,1
-1,1260.000000000000000,1
-1,1261.000000000000000,1
-1,1262.000000000000000,1
-1,1264.000000000000000,1
-1,1265.000000000000000,1
-1,1266.000000000000000,1
-1,1267.000000000000000,1
-1,1270.000000000000000,1
-1,1271.000000000000000,1
-1,1273.000000000000000,1
-1,1274.000000000000000,1
-1,1275.000000000000000,1
-1,1277.000000000000000,1
-1,1278.000000000000000,1
-1,1281.000000000000000,1
-1,1283.000000000000000,1
-1,1284.000000000000000,1
-1,1285.000000000000000,1
-1,1286.000000000000000,1
-1,1287.000000000000000,1
-1,1288.000000000000000,1
-1,1289.000000000000000,1
-1,1290.000000000000000,1
-1,1291.000000000000000,1
-1,1292.000000000000000,1
-1,1294.000000000000000,1
-1,1296.000000000000000,1
-1,1297.000000000000000,1
-1,1298.000000000000000,1
-1,1300.000000000000000,1
-1,1301.000000000000000,1
-1,1302.000000000000000,1
-1,1303.000000000000000,1
-1,1304.000000000000000,1
-1,1305.000000000000000,1
-1,1306.000000000000000,1
-1,1307.000000000000000,1
-1,1308.000000000000000,1
-1,1309.000000000000000,1
-1,1310.000000000000000,1
-1,1311.000000000000000,1
-1,1312.000000000000000,1
-1,1314.000000000000000,1
-1,1316.000000000000000,1
-1,1317.000000000000000,1
-1,1318.000000000000000,1
-1,1321.000000000000000,1
-1,1323.000000000000000,1
-1,1324.000000000000000,1
-1,1325.000000000000000,1
-1,1326.000000000000000,1
-1,1327.000000000000000,1
-1,1328.000000000000000,1
-1,1329.000000000000000,1
-1,1330.000000000000000,1
-1,1331.000000000000000,1
-1,1332.000000000000000,1
-1,1333.000000000000000,2
